time	score	n_targets	task	groupings	test_targets	model	layers	layer_aggregation	subword_aggregation	dataset.name	dataset.version	preprocessing.method	cleaning.method	truncation.tokens_before	measure.method	measure.clustering.method	evaluation.task	evaluation.binary_threshold.method	evaluation.binary_threshold.params.t
2022-09-09 03:01:06	0.6038752694	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	concat	first	dwug_sv	2.0.0		all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.4204803285	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	sum	sum	dwug_sv	1.0.0	toklem	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1029954221	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	concat	sum	dwug_sv	1.0.0		all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1954687186	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	average	sum	dwug_sv	1.0.0	tokenize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.3314469577	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	sum	average	dwug_sv	1.0.0	tokenize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.3927585744	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	sum	last	dwug_sv	1.0.0	toklem	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.3506700719	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	concat	average	dwug_sv	1.0.0	toklem	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1195880049	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	sum	last	dwug_sv	1.0.0	tokenize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.3721190203	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	average	sum	dwug_sv	1.0.0	lemmatize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.0283399474	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	sum	first	dwug_sv	2.0.0	tokenize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.3790024038	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	sum	last	dwug_sv	2.0.0	tokenize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5060737736	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	average	first	dwug_sv	1.0.0	tokenize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5783764195	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	average	sum	dwug_sv	2.0.0		all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.063537451	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	concat	average	dwug_sv	1.0.0		all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2355337355	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	average	average	dwug_sv	1.0.0	lemmatize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	-0.0768924566	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	average	last	dwug_sv	1.0.0	lemmatize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5459168808	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	average	first	dwug_sv	2.0.0		all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.3613945461	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	sum	first	dwug_sv	1.0.0	toklem	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1414156271	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	sum	first	dwug_sv	2.0.0	toklem	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	-0.0050587143	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	concat	sum	dwug_sv	1.0.0	lemmatize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.3991031685	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	average	last	dwug_sv	2.0.0	lemmatize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1210307526	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	concat	average	dwug_sv	2.0.0	tokenize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2401877526	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	average	average	dwug_sv	1.0.0	lemmatize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	-0.0457307768	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	concat	sum	dwug_sv	1.0.0	lemmatize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.0641444967	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	sum	last	dwug_sv	1.0.0	tokenize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5621243275	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	average	sum	dwug_sv	1.0.0	tokenize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.0818946349	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	concat	average	dwug_sv	2.0.0	lemmatize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.0360180455	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	sum	first	dwug_sv	1.0.0	lemmatize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.0492220138	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	concat	last	dwug_sv	2.0.0	lemmatize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.3245671063	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	concat	first	dwug_sv	1.0.0	toklem	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	-0.0046878108	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	concat	average	dwug_sv	2.0.0	tokenize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5074902136	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	concat	last	dwug_sv	1.0.0	toklem	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5446383869	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	sum	average	dwug_sv	2.0.0	tokenize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1238373249	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	average	sum	dwug_sv	1.0.0		all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2031579643	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	concat	sum	dwug_sv	1.0.0	toklem	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5783764195	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	average	sum	dwug_sv	2.0.0	tokenize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5725521697	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	concat	sum	dwug_sv	2.0.0		all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2588038211	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	concat	average	dwug_sv	1.0.0	toklem	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2721771386	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	average	first	dwug_sv	2.0.0	toklem	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2802527695	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	average	last	dwug_sv	1.0.0	toklem	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1164849967	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	sum	average	dwug_sv	2.0.0	tokenize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1196102039	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	average	first	dwug_sv	2.0.0	lemmatize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.4132376285	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	average	first	dwug_sv	2.0.0	lemmatize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2031579643	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	concat	average	dwug_sv	1.0.0	toklem	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1610191997	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	sum	first	dwug_sv	2.0.0	lemmatize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2755987524	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	sum	first	dwug_sv	1.0.0	tokenize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.0350165264	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	concat	last	dwug_sv	2.0.0		all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.3314469577	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	average	sum	dwug_sv	1.0.0	tokenize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.3029158093	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	sum	first	dwug_sv	1.0.0	lemmatize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.4469879912	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	sum	first	dwug_sv	1.0.0	toklem	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.4857566416	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	average	sum	dwug_sv	2.0.0	toklem	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.0793206394	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	average	last	dwug_sv	1.0.0	toklem	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1420486962	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	sum	average	dwug_sv	1.0.0		all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.4372752598	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	sum	first	dwug_sv	1.0.0		all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2072580612	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	average	last	dwug_sv	2.0.0	toklem	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2634578382	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	concat	last	dwug_sv	1.0.0	toklem	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.3721190203	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	sum	average	dwug_sv	1.0.0	lemmatize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.4372752598	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	sum	first	dwug_sv	1.0.0	tokenize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.0818946349	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	average	sum	dwug_sv	2.0.0	lemmatize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.0350165264	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	concat	last	dwug_sv	2.0.0	tokenize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5621243275	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	sum	sum	dwug_sv	1.0.0		all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.3991031685	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	sum	last	dwug_sv	2.0.0	lemmatize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.0919095035	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	concat	first	dwug_sv	2.0.0	lemmatize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	-0.0231549445	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	average	last	dwug_sv	2.0.0	tokenize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1255765086	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	concat	first	dwug_sv	2.0.0	tokenize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	-0.0034399257	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	average	first	dwug_sv	1.0.0	lemmatize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1333477076	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	average	first	dwug_sv	1.0.0		all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5621243275	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	concat	average	dwug_sv	1.0.0		all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.3927585744	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	average	last	dwug_sv	1.0.0	toklem	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1954687186	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	sum	sum	dwug_sv	1.0.0		all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	-0.017401977	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	sum	first	dwug_sv	1.0.0	lemmatize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2049141557	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	sum	average	dwug_sv	2.0.0	toklem	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.0335898626	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	concat	first	dwug_sv	1.0.0	tokenize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2824786038	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	sum	last	dwug_sv	1.0.0	lemmatize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.4079347172	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	concat	average	dwug_sv	1.0.0	lemmatize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.0641444967	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	average	last	dwug_sv	1.0.0	tokenize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5321767392	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	concat	average	dwug_sv	1.0.0	toklem	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.3399455976	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	sum	last	dwug_sv	1.0.0	lemmatize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.076690108	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	sum	first	dwug_sv	1.0.0		all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1021860279	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	sum	last	dwug_sv	1.0.0	tokenize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.271551781	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	average	first	dwug_sv	1.0.0	lemmatize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.0294763864	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	concat	sum	dwug_sv	2.0.0	tokenize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2314784172	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	average	sum	dwug_sv	2.0.0	tokenize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1036024679	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	sum	first	dwug_sv	1.0.0	tokenize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.4835547911	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	average	average	dwug_sv	2.0.0	toklem	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2446895205	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	sum	first	dwug_sv	2.0.0		all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5621243275	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	average	average	dwug_sv	1.0.0	tokenize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.0793206394	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	sum	last	dwug_sv	1.0.0	toklem	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.0764877595	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	concat	last	dwug_sv	1.0.0	tokenize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	-0.0028410975	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	concat	first	dwug_sv	2.0.0	tokenize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1610191997	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	average	first	dwug_sv	2.0.0	lemmatize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1471688495	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	sum	sum	dwug_sv	2.0.0		all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.4925752756	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	sum	last	dwug_sv	2.0.0	toklem	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1238373249	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	sum	sum	dwug_sv	1.0.0	tokenize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1021860279	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	sum	last	dwug_sv	1.0.0		all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2233928213	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	concat	sum	dwug_sv	1.0.0	lemmatize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5242851449	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	concat	first	dwug_sv	1.0.0	tokenize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1333477076	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	sum	first	dwug_sv	1.0.0	tokenize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5117395336	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	sum	average	dwug_sv	1.0.0	toklem	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.0750760009	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	concat	sum	dwug_sv	2.0.0	lemmatize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1036024679	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	average	first	dwug_sv	1.0.0		all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5060737736	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	sum	first	dwug_sv	1.0.0		all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2355337355	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	sum	average	dwug_sv	1.0.0	lemmatize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5086274764	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	average	first	dwug_sv	2.0.0	toklem	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.0147714456	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	concat	sum	dwug_sv	1.0.0	lemmatize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1255765086	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	sum	first	dwug_sv	2.0.0		all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.4993228821	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	average	average	dwug_sv	2.0.0	lemmatize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	-0.0012140914	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	average	sum	dwug_sv	1.0.0	lemmatize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1021860279	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	average	last	dwug_sv	1.0.0		all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.5783764195	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	sum	sum	dwug_sv	2.0.0	tokenize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2426159355	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	average	last	dwug_sv	1.0.0	tokenize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1428361758	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	sum	sum	dwug_sv	2.0.0	tokenize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	-0.0457307768	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	sum	average	dwug_sv	1.0.0	lemmatize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.1428361758	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	concat	sum	dwug_sv	2.0.0		all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2849620772	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	average	last	dwug_sv	2.0.0		all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.4439527626	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	concat	first	dwug_sv	1.0.0	toklem	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2314784172	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	sum	sum	dwug_sv	2.0.0	tokenize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2636538461	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	concat	first	dwug_sv	2.0.0	toklem	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.3314469577	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	average	average	dwug_sv	1.0.0		all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2314784172	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[1, -1]	average	average	dwug_sv	2.0.0		all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.2804551181	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	average	average	dwug_sv	1.0.0	toklem	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.0874347749	44	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1, -2, -3, -4]	sum	last	dwug_sv	2.0.0	lemmatize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.21226365	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	sum	first	dwug_sv	1.0.0	toklem	all	0.5	cos		change_graded	mean_std	0.1
2022-09-09 03:01:06	0.3506700719	31	lscd	[1, 2]		KB/bert-base-swedish-cased	[-1]	sum	sum	dwug_sv	1.0.0	toklem	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-08 22:30:41	0.5432450142	37	lscd	[1, 2]		bert-base-uncased	[-1]	concat	sum	dwug_en	1.0.0	toklem	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-08 22:30:41	0.6182939217	37	lscd	[1, 2]		bert-base-uncased	[-1, -2, -3, -4]	average	sum	dwug_en	1.0.0		all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-08 22:30:41	0.4018014359	46	lscd	[1, 2]		bert-base-uncased	[-1]	average	sum	dwug_en	2.0.0	tokenize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-08 22:30:41	0.5920602457	46	lscd	[1, 2]		bert-base-uncased	[-1]	sum	first	dwug_en	2.0.0	tokenize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-08 22:30:41	0.6255261229	37	lscd	[1, 2]		bert-base-uncased	[-1]	sum	average	dwug_en	1.0.0		all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-08 22:30:41	0.4018014359	46	lscd	[1, 2]		bert-base-uncased	[-1]	concat	sum	dwug_en	2.0.0	tokenize	all	0.5	cos		change_graded	mean_std	0.1
2022-09-08 22:30:41	0.4472108672	37	lscd	[1, 2]		bert-base-uncased	[1, -1]	sum	sum	dwug_en	1.0.0	toklem	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-08 22:30:41	0.4756470245	46	lscd	[1, 2]		bert-base-uncased	[-1, -2, -3, -4]	average	average	dwug_en	2.0.0	toklem	all	0.5	cos		change_graded	mean_std	0.1
2022-09-08 22:30:41	0.3138301075	37	lscd	[1, 2]		bert-base-uncased	[1, -1]	concat	last	dwug_en	1.0.0	lemmatize	all	0.5	apd_compare_all		change_graded	mean_std	0.1
2022-09-08 22:30:41	0.3394392134	37	lscd	[1, 2]		bert-base-uncased	[1, -1]	concat	first	dwug_en	1.0.0		all	0.5	cos		change_graded	mean_std	0.1
